,pack_id,path,sort,length,width,height,k,volume,day,b_hist_0.0_25.5,b_hist_102.0_127.5,b_hist_127.5_153.0,b_hist_153.0_178.5,b_hist_178.5_204.0,b_hist_204.0_229.5,b_hist_229.5_255.0,b_hist_25.5_51.0,b_hist_51.0_76.5,b_hist_76.5_102.0,b_median,b_std,g_hist_0.0_25.5,g_hist_102.0_127.5,g_hist_127.5_153.0,g_hist_153.0_178.5,g_hist_178.5_204.0,g_hist_204.0_229.5,g_hist_229.5_255.0,g_hist_25.5_51.0,g_hist_51.0_76.5,g_hist_76.5_102.0,g_median,g_std,h_hist_0.0_25.5,h_hist_102.0_127.5,h_hist_127.5_153.0,h_hist_153.0_178.5,h_hist_178.5_204.0,h_hist_204.0_229.5,h_hist_229.5_255.0,h_hist_25.5_51.0,h_hist_51.0_76.5,h_hist_76.5_102.0,h_median,h_std,r_hist_0.0_25.5,r_hist_102.0_127.5,r_hist_127.5_153.0,r_hist_153.0_178.5,r_hist_178.5_204.0,r_hist_204.0_229.5,r_hist_229.5_255.0,r_hist_25.5_51.0,r_hist_51.0_76.5,r_hist_76.5_102.0,r_median,r_std,s_hist_0.0_25.5,s_hist_102.0_127.5,s_hist_127.5_153.0,s_hist_153.0_178.5,s_hist_178.5_204.0,s_hist_204.0_229.5,s_hist_229.5_255.0,s_hist_25.5_51.0,s_hist_51.0_76.5,s_hist_76.5_102.0,s_median,s_std,v_hist_0.0_25.5,v_hist_102.0_127.5,v_hist_127.5_153.0,v_hist_153.0_178.5,v_hist_178.5_204.0,v_hist_204.0_229.5,v_hist_229.5_255.0,v_hist_25.5_51.0,v_hist_51.0_76.5,v_hist_76.5_102.0,v_median,v_std
125,2020_01_06_18_181649_М136НС_2,part_1/06/181649_М136НС10/FrontJPG/front49.jpg,0,550.0,234.0,258.0,0.59,19.590714,06,391552.5,6103399.5,4379625.0,4399464.0,3595296.0,2153704.5,640840.5,9585577.5,12177499.5,9449841.0,86.0,54.09030678813502,818626.5,6161947.5,4352059.5,4399183.5,4131867.0,2353777.5,648745.5,10501078.5,10540782.0,8968732.5,88.0,55.90305173455388,20934046.5,7814271.0,3891249.0,9994852.5,230214.0,0.0,0.0,2200063.5,1933231.5,5878872.0,83.0,63.30276067163401,425569.5,7969566.0,5467965.0,4935780.0,4456482.0,2305327.5,911013.0,7665555.0,11059707.0,7679835.0,100.0,55.19989630222845,23818785.0,1012197.0,548148.0,378853.5,70482.0,25.5,0.0,16160880.0,7759446.0,3127983.0,28.0,29.561674404659165,132600.0,7909972.5,5433642.0,4870245.0,4456737.0,3116686.5,1035019.5,7166367.0,10615879.5,8139651.0,103.0,56.15886168755321
126,2020_01_06_14_144300_М135НС_1,part_1/06/144300_М135НС10/FrontJPG/front8.jpg,1,600.0,231.0,250.0,0.52,18.018,06,1507993.5,9454431.0,7191178.5,4091857.5,1782246.0,3989551.5,18844.5,7919280.0,8459370.0,8462047.5,102.0,52.33640366009304,1434324.0,9188287.5,8750350.5,5808288.0,3137953.5,2500224.0,2524.5,7300905.0,7366720.5,7387222.5,110.0,51.417484110469616,34871479.5,5286303.0,1929559.5,9598914.0,509260.5,0.0,0.0,213919.5,78132.0,389232.0,13.0,67.46918032534003,551284.5,8749483.5,9917664.0,9616687.5,5868493.5,1335537.0,13770.0,3334635.0,6151467.0,7337778.0,128.0,47.4574003546218,15925260.0,2863701.0,1463241.0,876129.0,109726.5,25551.0,13744.5,13658131.5,11571900.0,6369415.5,45.0,37.48816881503139,442297.5,8732781.0,9868500.0,9592360.5,3307069.5,4001638.5,23791.5,3425670.0,6154552.5,7328139.0,128.0,48.607785259385984
127,2020_01_06_14_144300_М135НС_2,part_1/06/144300_М135НС10/FrontJPG/front41.jpg,1,600.0,232.0,246.0,0.52,17.806464000000005,06,455124.0,9386091.0,8487598.5,3539527.5,2074476.0,8373282.0,192601.5,5386543.5,7591426.5,7390129.5,117.0,56.16454684458353,436993.5,9380200.5,8223393.0,5191290.0,4232898.0,6341238.0,103377.0,5484616.5,6548859.0,6933934.5,122.0,54.51690983271183,29231695.5,9460117.5,2204679.0,7744171.5,504492.0,0.0,0.0,1493407.5,389385.0,1848852.0,20.0,64.17146585822977,93738.0,9476488.5,9698466.0,6949515.0,8831262.0,3230238.0,109879.5,1986552.0,5569480.5,6931180.5,133.0,48.20667013545673,23700618.0,1347522.0,1041267.0,544450.5,153714.0,2983.5,3289.5,14324268.0,8554740.0,3203947.5,30.0,33.73018862051887,90882.0,9321321.0,9873498.0,6930441.0,3713998.5,8440423.5,198262.5,1944171.0,5574096.0,6789706.5,133.0,50.72409670215516
128,2020_01_06_16_162545_М158НС_1,part_1/06/162545_м158нс10/FrontJPG/front11.jpg,0,550.0,230.0,238.0,0.59,17.76313,06,1908369.0,9129918.0,4902655.5,3812071.5,2552932.5,1227187.5,690693.0,7509163.5,11650516.5,9493293.0,90.0,50.68389740049209,906474.0,7622791.5,5394627.0,4316232.0,3477333.0,2320194.0,910834.5,6360822.0,10538359.5,11029132.5,96.0,53.281165061559065,35237583.0,5036862.0,641452.5,4480605.0,616437.0,0.0,0.0,5639197.5,529966.5,694696.5,18.0,54.120867634548866,150093.0,8571213.0,7698067.5,5520852.0,4283337.0,2809386.0,1822867.5,2308387.5,8600946.0,11111650.5,114.0,52.3376948516121,8395033.5,6084427.5,2917633.5,1414204.5,387906.0,141142.5,86164.5,11451744.0,12285109.5,9713434.5,64.0,41.66503883636041,123904.5,10731598.5,7734252.0,5900445.0,4361902.5,2963559.0,1874811.0,2309382.0,7062939.0,9814006.5,117.0,51.58031663245311
129,2020_01_06_16_162545_М158НС_2,part_1/06/162545_м158нс10/FrontJPG/front40.jpg,0,550.0,232.0,248.0,0.59,18.670432,06,998554.5,7433811.0,4587042.0,3978714.0,2644579.5,1296267.0,419934.0,9778893.0,12917688.0,8821317.0,84.0,50.53051973043401,1063197.0,5792452.5,4365166.5,4240573.5,3708465.0,1755190.5,564952.5,9794244.0,11861325.0,9731233.5,85.0,53.926348215646684,30359305.5,8064528.0,1820980.5,6834433.5,535423.5,0.0,0.0,1887076.5,1219435.5,2155617.0,17.0,62.25386234696159,167331.0,7899313.5,6123060.0,4848646.5,4257760.5,2812573.5,1038946.5,7187430.0,10450767.0,8090971.5,103.0,55.24503395685259,12671434.5,5603752.5,1709494.5,524790.0,28764.0,5508.0,1887.0,13273872.0,10925041.5,8132256.0,52.0,37.29817862742351,66657.0,9528687.0,6320812.5,5104870.5,4282317.0,3073107.0,1110958.5,6394762.5,8821827.0,8172801.0,108.0,54.56559597605533
130,2020_01_06_09_100227_М467РР_1,part_1/06/100227_м467рр10/FrontJPG/front14.jpg,0,400.0,229.0,242.0,0.59,13.078648,06,624622.5,7165143.0,5113464.0,3168018.0,5099082.0,1361113.5,509311.5,7930092.0,12452236.5,9453717.0,90.0,52.72905123247595,1031092.5,6515097.0,6385378.5,5212327.5,3504133.5,1987521.0,900583.5,7626387.0,10351368.0,9362911.5,95.0,54.53872514678369,30602040.0,9307602.0,2881219.5,6945664.5,349477.5,0.0,0.0,2409571.5,213613.5,167611.5,21.0,62.315063855047875,225241.5,10224276.0,6425107.5,5888230.5,4892149.5,2785645.5,1387735.5,3955024.5,8549079.0,8544310.5,113.0,53.40654191668704,6427249.5,5610841.5,1626033.0,1601196.0,875772.0,191607.0,1632.0,12441450.0,15194532.0,8906487.0,63.0,40.17695639634866,97486.5,8564889.0,6244720.5,5768584.5,7922263.5,3378495.0,1456840.5,3361461.0,7786297.5,8295762.0,122.0,55.2818392207368
131,2020_01_06_09_100227_М467РР_2,part_1/06/100227_м467рр10/FrontJPG/front29.jpg,0,400.0,229.0,244.0,0.59,13.186735999999998,06,236487.0,8496880.5,7832554.5,4242358.5,4418283.0,2359897.5,941689.5,4511791.5,10312633.5,9524224.5,106.0,52.14405064313438,244621.5,7915659.0,8710213.5,5640090.0,3963363.0,1921680.0,1035478.5,5110557.0,8990841.0,9344296.5,110.0,51.62555109815783,23331505.5,15189151.5,3480954.0,4468339.5,220090.5,0.0,0.0,4565469.0,748374.0,872916.0,36.0,57.100057142778525,22261.5,10791421.5,7775664.0,5250042.0,4499653.5,2719549.5,1271251.5,3503623.5,7954342.5,9088990.5,115.0,51.01365442562707,13021422.0,5558668.5,1360501.5,281545.5,15988.5,3162.0,484.5,14542930.5,11228772.0,6863325.0,48.0,35.79066737540078,4692.0,8994895.5,8423491.5,5592813.0,6929523.0,4183759.5,1557769.5,2556171.0,7065514.5,7568170.5,128.0,53.61544394685983
132,2020_01_06_09_100227_М467РР_3,part_1/06/100227_м467рр10/FrontJPG/front43.jpg,0,400.0,229.0,246.0,0.59,13.294823999999998,06,271855.5,9103219.5,6152665.5,3567297.0,5485942.5,2085033.0,954669.0,5278627.5,10459182.0,9518308.5,104.0,53.303333093324824,402619.5,7783543.5,8040379.5,5328097.5,4063909.5,2313844.5,1125289.5,5288241.0,8996349.0,9534526.5,108.0,53.15975986872059,22775095.5,15566704.5,2932806.0,3610188.0,164271.0,0.0,0.0,5907967.5,739729.5,1180038.0,35.0,54.482584577783314,226006.5,9815256.0,6196015.5,6034243.5,5062056.0,2687011.5,1239504.0,4338774.0,7567074.0,9710859.0,113.0,52.9701515865443,13052353.5,5625172.5,1860148.5,760690.5,22287.0,4437.0,2218.5,15067134.0,10535529.0,5946829.5,48.0,37.980191323862854,55029.0,9126271.5,7010944.5,5788729.5,8035024.5,3626941.5,1450669.5,3359574.0,6490438.5,7933177.5,126.0,54.540307723227706
133,2020_01_06_09_100227_М467РР_4,part_1/06/100227_м467рр10/FrontJPG/front61.jpg,0,400.0,229.0,242.0,0.59,13.078648,06,242760.0,7223997.0,5660388.0,4615831.5,7730299.5,2648991.0,690106.5,4332271.5,10455688.5,9276466.5,109.0,55.09963298470171,378063.0,6989320.5,9441451.5,5547040.5,4565418.0,1932186.0,760843.5,5097985.5,8868798.0,9295693.5,112.0,51.7145847948435,22264891.5,18538168.5,3146394.0,3704589.0,259819.5,0.0,0.0,3415980.0,445434.0,1101523.5,95.0,55.239090308299915,116994.0,9746508.0,6903742.5,6194511.0,4707784.5,2138455.5,950130.0,3815769.0,8234511.0,10068394.5,110.0,50.37831041754225,10746592.5,6357099.0,2413014.0,886558.5,37714.5,2779.5,153.0,14726250.0,11252002.5,6454636.5,52.0,38.78069137859368,53677.5,7841862.0,6692832.0,7063831.5,9476667.0,3874393.5,1171011.0,2683671.0,6823723.5,7195131.0,134.0,54.101185317337425
134,2020_01_06_10_111038_М444РУ_1,part_1/06/111038_м444ру10/FrontJPG/front11.jpg,0,400.0,232.0,232.0,0.59,12.702464,06,270376.5,8191645.5,6929013.0,6385123.5,2280694.5,4868613.0,25245.0,5454195.0,9204148.5,9267745.5,108.0,51.82787443506503,555262.5,8884710.0,7163001.0,6169597.5,2764965.0,3609882.0,4641.0,5801607.0,8301448.5,9621685.5,108.0,50.47208452356259,15952825.5,13275147.0,4582299.0,17497641.0,817632.0,0.0,0.0,201271.5,84685.5,465298.5,120.0,67.8587201264556,259896.0,12074811.0,8829961.5,7380312.0,4680907.5,2079652.5,14433.0,2334346.5,5470872.0,9751608.0,120.0,44.38228615639028,27917349.0,830994.0,759211.5,919428.0,64464.0,561.0,204.0,13235316.0,6862228.5,2287044.0,23.0,32.909371419425725,124975.5,11638276.5,8801682.0,7397473.5,2479875.0,4869199.5,29401.5,2304358.5,5523861.0,9707697.0,121.0,46.20925701432093
135,2020_01_06_10_111038_М444РУ_2,part_1/06/111038_м444ру10/FrontJPG/front23.jpg,0,400.0,232.0,240.0,0.59,13.140479999999998,06,600958.5,7781350.5,7610653.5,6379309.5,587290.5,5398834.5,34323.0,5222425.5,9765480.0,9496174.5,106.0,52.27186293908295,619012.5,8833990.5,7866444.0,6350086.5,1632382.5,4205868.0,5839.5,5405821.5,8095026.0,9862329.0,108.0,50.068073318587174,25746916.5,11448862.5,1325158.5,9451345.5,594609.0,0.0,0.0,2263686.0,1075819.5,970402.5,30.0,66.88671068643177,139867.5,12548065.5,10548075.0,7373860.5,4652373.0,1537599.0,13336.5,2158167.0,5238771.0,8666685.0,123.0,42.719480596351765,26543715.0,1774698.0,870238.5,893545.5,327573.0,3748.5,1963.5,10206553.5,7810165.5,4444599.0,25.0,37.97349042859659,135405.0,12090978.0,10174296.0,8206716.0,974202.0,5401537.5,36031.5,2088832.5,5186955.0,8581846.5,124.0,45.58851913241648
136,2020_01_06_10_111038_М444РУ_3,part_1/06/111038_м444ру10/FrontJPG/front33.jpg,0,400.0,232.0,244.0,0.59,13.359488,06,319362.0,7562892.0,8663956.5,7130029.5,2516671.5,4412673.0,37587.0,4329237.0,8382768.0,9521623.5,114.0,50.93668275450977,358632.0,8379529.5,9168015.0,7694166.0,2622190.5,3792487.5,7752.0,4494094.5,6485899.5,9874033.5,117.0,48.858359788458294,21858931.5,11209851.0,1824729.0,7994301.0,328542.0,0.0,0.0,2617447.5,1832047.5,5210950.5,80.0,61.656402602284736,102280.5,12172527.0,11659416.0,8448379.5,5010061.5,1172898.0,13744.5,2563107.0,4145152.5,7589233.5,127.0,42.28717174131139,30400641.0,1451562.0,491818.5,486259.5,163429.5,2167.5,841.5,9652413.0,6493065.0,3734602.5,20.0,33.30593900782137,44803.5,11709676.5,10924659.0,8707306.5,2888793.0,4414075.5,39525.0,2406919.5,4221321.0,7519720.5,129.0,45.127633860353605
137,2020_01_06_10_111038_М444РУ_4,part_1/06/111038_м444ру10/FrontJPG/front47.jpg,0,400.0,232.0,232.0,0.59,12.702464,06,257652.0,8160663.0,8073657.0,7030936.5,3886888.5,6218098.5,35751.0,4294684.5,6826605.0,8091864.0,124.0,53.232383597200986,323671.5,8914570.5,8497416.0,7645614.0,5939715.0,3737203.5,7114.5,4008880.5,5594343.0,8208271.5,126.0,50.60873740299651,21887287.5,14087832.0,1419789.0,4919740.5,264103.5,0.0,0.0,2763231.0,1117002.0,6417814.5,83.0,56.278146574359056,111027.0,11838630.0,10470351.0,8614308.0,7759191.0,1173790.5,14790.0,1637151.0,3708618.0,7548943.5,131.0,42.495615545521225,33110143.5,1153416.0,549499.5,597694.5,392368.5,1224.0,408.0,9130096.5,5209140.0,2732809.5,19.0,33.899749671133904,55870.5,11327814.0,10063830.0,8477092.5,4065031.5,6233653.5,37944.0,1616343.0,3627222.0,7371999.0,133.0,46.20929795386828
138,2020_01_06_13_134443_М384НУ_1,part_1/06/134443_м384ну10/FrontJPG/front17.jpg,0,400.0,233.0,238.0,0.59,13.087144,06,1677186.0,8045403.0,6120357.0,5833711.5,2242240.5,2973631.5,35011.5,6765481.5,9613984.5,9569793.0,98.0,52.1528221522464,2205240.0,8398450.5,6357558.0,5900368.5,1475812.5,2942674.5,10735.5,6825355.5,8751880.5,10008724.5,98.0,51.0979702378591,17763402.0,11900314.5,4930782.0,16937686.5,618069.0,0.0,0.0,139816.5,116203.5,470526.0,115.0,69.72985179537692,1437537.0,11020360.5,8492520.0,6515046.0,2927272.5,2141643.0,16779.0,4495318.5,6348327.0,9481996.5,112.0,47.69026707992616,26794227.0,1199188.5,666570.0,252781.5,23358.0,5686.5,3952.5,13692582.0,7368352.5,2870101.5,25.0,30.02247492463821,1214922.0,10864963.5,8124249.0,6536695.5,2760961.5,2974932.0,38097.0,4590994.5,6357532.5,9413452.5,113.0,49.231860685390394
139,2020_01_06_13_134443_М384НУ_2,part_1/06/134443_м384ну10/FrontJPG/front33.jpg,0,400.0,233.0,242.0,0.59,13.307096,06,812455.5,7500646.5,7268698.5,8471151.0,1267860.0,5246880.0,49648.5,5517792.0,8890881.0,7850787.0,113.0,54.52400325674528,1136127.0,8207022.0,7783671.0,8458273.5,1051339.5,5150796.0,18997.5,5752800.0,7167336.0,8150437.5,115.0,53.06760299622973,20054424.0,10988103.0,2315527.5,10644312.0,478507.5,0.0,0.0,1073218.5,649128.0,6673579.5,98.0,64.1970277494728,351696.0,10737183.0,9702724.5,9083457.0,3440868.0,2984367.0,23409.0,2461744.5,5502925.5,8588425.5,125.0,45.36635440993799,29374087.5,1829676.0,1189294.5,952807.5,291516.0,23281.5,5967.0,9897162.0,5831416.5,3481591.5,21.0,38.38294686772774,261502.5,10154482.5,9253975.5,9916185.0,1685269.5,5250424.5,53550.0,2479875.0,5449834.5,8371701.0,127.0,48.22725128422197
140,2020_01_06_13_134443_М384НУ_3,part_1/06/134443_м384ну10/FrontJPG/front51.jpg,0,400.0,233.0,246.0,0.59,13.527048,06,561841.5,7972906.5,7489707.0,7260462.0,1545759.0,4958296.5,36720.0,5057058.0,9101001.0,8893048.5,110.0,52.51456099908168,779509.5,8826442.5,7998177.0,7288104.0,1667470.5,4474816.5,11067.0,4963957.5,7585153.5,9282102.0,112.0,50.590761734522864,20825340.0,10578649.5,2656488.0,11355609.0,347335.5,0.0,0.0,766351.5,388773.0,5958253.5,96.0,65.55436724564274,348432.0,11809534.5,10286725.5,8424256.5,4135462.5,1919385.0,18360.0,2190067.5,5112393.0,8632183.5,124.0,43.78062137172758,29594892.0,1954141.5,1008346.5,595578.0,454971.0,32028.0,5712.0,10362970.5,5778045.0,3090115.5,21.0,37.28338198817585,186507.0,11205337.5,9701679.0,8938617.0,1924918.5,4960413.0,40800.0,2258560.5,5111730.0,8548237.5,125.0,46.5256164349089
141,2020_01_06_13_134443_М384НУ_4,part_1/06/134443_м384ну10/FrontJPG/front70.jpg,0,400.0,233.0,244.0,0.59,13.417072,06,421158.0,7812766.5,8465719.5,8460670.5,3677278.5,4803384.0,34935.0,4748074.5,7233100.5,7219713.0,124.0,52.84776954651656,519333.0,8097805.5,8944864.5,8603139.0,4319190.0,3836143.5,10123.5,4472623.5,6319384.5,7754193.0,125.0,50.90945299388785,18838176.0,11802037.5,3089682.0,10639722.0,314134.5,0.0,0.0,885819.0,785578.5,6521650.5,101.0,63.18256836104597,185079.0,10546621.5,10278693.0,9746661.0,6864906.0,1492005.0,17263.5,1794460.5,4219689.0,7731421.5,132.0,43.38934536110768,31751146.5,2248692.0,665703.0,440589.0,307249.5,17722.5,6349.5,8722071.0,5153550.0,3563727.0,19.0,35.91356592315573,138414.0,10110367.5,9798043.5,10212673.5,4287417.0,4827226.5,38505.0,1751136.0,4141200.0,7571817.0,135.0,46.162510455918834
142,2020_01_05_06_064449_М493РУ_1,part_1/05/064449_м493ру10/FrontJPG/front8.jpg,0,400.0,232.0,250.0,0.59,13.688,05,721522.5,6193720.5,5048668.5,4088134.5,3220369.5,1668031.5,896656.5,11392329.0,11273626.5,8373741.0,84.0,54.73399653595201,513595.5,7116565.5,4838395.5,4430319.0,3860241.0,2198967.0,1164508.5,10824852.0,9255429.0,8673927.0,92.0,56.7775260612811,35688423.0,4199059.5,1713447.0,5183971.5,373702.5,0.0,0.0,3859833.0,1021428.0,836935.5,15.0,56.04411067331616,228505.5,7119574.5,5398528.5,5259732.0,5124199.5,3686254.5,1710132.0,7638754.5,8989158.0,7721961.0,108.0,59.722052083676225,12598836.0,3982743.0,1036804.5,501202.5,293403.0,416695.5,31773.0,14618079.0,12015396.0,7381867.5,49.0,38.745042971825015,90703.5,7129009.5,5705421.0,5557138.5,5579068.5,3827244.0,1867288.5,6908409.0,8625400.5,7587117.0,113.0,59.511935321882916
143,2020_01_05_06_064449_М493РУ_2,part_1/05/064449_м493ру10/FrontJPG/front15.jpg,0,400.0,232.0,244.0,0.59,13.359488,05,584970.0,7211476.5,5488875.0,4223080.5,3195303.0,1399542.0,505996.5,9190429.5,12422656.5,8654470.5,88.0,51.461020499701235,423606.0,7318321.5,5603778.0,4376233.5,4149436.5,1951897.5,589381.5,8954605.5,11067663.0,8441877.0,94.0,54.015057584332354,35241969.0,3039727.5,2789190.0,7579569.0,311125.5,0.0,0.0,2170101.0,605370.0,1139748.0,15.0,62.97027346851594,35572.5,7872615.0,6530550.0,5606022.0,5174995.5,3171231.0,998682.0,5507719.5,9915522.0,8063890.5,111.0,54.818939444834136,15182394.0,2586694.5,883651.5,370770.0,35241.0,1555.5,102.0,15143277.0,11781051.0,6892063.5,43.0,33.26559497645427,13209.0,7816464.0,6549241.5,5698230.0,5184787.5,3331932.0,1041649.5,5245018.5,9883264.5,8113003.5,112.0,54.95091403979565
144,2020_01_05_06_064449_М493РУ_3,part_1/05/064449_м493ру10/FrontJPG/front29.jpg,0,400.0,232.0,256.0,0.59,14.016512,05,114342.0,7114296.0,5212608.0,4295679.0,4049502.0,4068627.0,1178814.0,7723210.5,10243044.0,8876677.5,100.0,57.64974309637297,235288.5,7075179.0,5390827.5,4639189.5,4453804.5,4083315.0,1135005.0,9361101.0,8499124.5,8003965.5,103.0,59.04161034898092,19273563.0,11125038.0,5120145.0,6761019.0,180667.5,0.0,0.0,3679140.0,1758021.0,4979206.5,90.0,59.97253897069767,170824.5,7741468.5,6455121.0,5577385.5,6114849.0,3388414.5,1227621.0,7786476.0,7717702.5,6696937.5,115.0,58.01280583206237,27163135.5,857998.5,458031.0,449361.0,75046.5,892.5,0.0,15271873.5,6647875.5,1952586.0,24.0,29.063938725956092,16422.0,7747716.0,6516958.5,5520265.5,5102550.0,4900105.5,1382661.0,6608988.0,8226070.5,6855063.0,117.0,58.42487048174281
145,2020_01_05_03_032752_М136НС_1,part_1/05/032752_М136НС10/FrontJPG/front14.jpg,0,550.0,238.0,254.0,0.59,19.616674,05,1994023.5,5574912.0,4093489.5,3720475.5,2989569.0,1917141.0,1007250.0,11376927.0,12358422.0,7844590.5,78.0,56.38826467185875,1415199.0,6184413.0,4392757.5,4320592.5,3800877.0,2581033.5,1072530.0,11420710.5,9774762.0,7913925.0,88.0,58.69956780611863,35189668.5,3164932.5,2548189.5,7348998.0,747966.0,0.0,0.0,2284876.5,743784.0,848385.0,14.0,63.91282278268252,382678.5,7611546.0,7331836.5,6409093.5,4818837.0,3658357.5,1886515.5,6547558.5,8104257.0,6126120.0,120.0,58.651519803498445,10713621.0,6387877.5,2848809.0,1757332.5,812889.0,43834.5,5992.5,10657597.5,10688988.0,8959858.5,62.0,44.42560221328425,301053.0,7449519.0,7498377.0,6537027.0,4803817.5,3815514.0,1944018.0,6188365.5,8243283.0,6095826.0,122.0,58.62970863993437
146,2020_01_05_03_032752_М136НС_2,part_1/05/032752_М136НС10/FrontJPG/front43.jpg,0,550.0,234.0,274.0,0.59,20.805642,05,3712672.5,5198251.5,3706119.0,3280983.0,1280967.0,407388.0,890970.0,14026045.5,12531516.0,7841887.5,67.0,50.706929112612706,3307197.0,5679436.5,4113736.5,4014057.0,2100333.0,544807.5,865368.0,13470783.0,10598412.0,8182669.5,74.0,52.908368717707155,33767406.0,4093234.5,1522018.5,8213958.0,592390.5,0.0,0.0,1645846.5,804270.0,2237676.0,13.0,64.79854670026779,830305.5,8296374.0,6504718.5,4894699.5,2879842.5,1529260.5,1021428.0,8473395.0,10798179.0,7648597.5,97.0,53.49586715413971,12313185.0,6963948.0,2698690.5,1361674.5,626127.0,56686.5,13209.0,8312158.5,10001431.5,10529689.5,66.0,43.85483872798006,671287.5,8308155.0,6259612.5,5100433.5,3138744.0,1641945.0,1085586.0,8444350.5,10713085.5,7513600.5,99.0,54.266826269133915
147,2020_01_22_14_142957_М453РУ_1,part_1/22/142957_м453ру10/FrontJPG/front15.jpg,0,300.0,230.0,230.0,0.6,9.522,22,4666576.5,3029578.5,1435803.0,452880.0,2125246.5,5913373.5,74128.5,15575145.0,13286214.0,6317854.5,61.0,60.700336952056944,4293639.0,3942478.5,1853671.5,609679.5,2364972.0,5642614.5,23281.5,13701405.0,12433927.5,8011131.0,68.0,59.96684001365846,29791675.5,3280549.5,2082279.0,6163273.5,234090.0,0.0,0.0,2494716.0,2110456.5,6719760.0,20.0,58.863418157438204,1456305.0,7826052.0,4281756.0,1592041.5,4379064.0,3849684.0,46257.0,8143042.5,11321031.0,9981567.0,90.0,54.860616517381885,18281536.5,6981619.5,3763953.0,1848061.5,1273470.0,903006.0,131580.0,8291784.0,5232778.5,6169011.0,50.0,55.57842598988099,1273725.0,7763832.0,4607008.5,1591021.5,2200522.5,6105057.0,83869.5,8139319.5,11217450.0,9894994.5,90.0,56.615591548817385
148,2020_01_22_14_142957_М453РУ_2,part_1/22/142957_м453ру10/FrontJPG/front26.jpg,0,300.0,230.0,234.0,0.6,9.6876,22,3925470.0,3998170.5,2301732.0,1060086.0,183829.5,5612779.5,304036.5,14456409.0,12983095.5,8051191.5,65.0,59.067252769451265,4807336.5,5755273.5,3166182.0,860650.5,321555.0,5696521.5,46486.5,13779256.5,9798145.5,8645392.5,71.0,58.071013256792085,26579032.5,7662546.0,1048203.0,6923607.0,304164.0,0.0,0.0,677943.0,485877.0,9195427.5,24.0,61.551860215850134,2778633.0,9703795.5,5511901.5,2257591.5,4058784.0,2554360.5,31237.5,8983981.5,8366754.0,8629761.0,95.0,53.70903323716291,8931426.0,5954097.0,2227323.0,1123198.5,1229151.0,885385.5,125995.5,11580544.5,10748275.5,10071403.5,65.0,46.78180728999321,1368253.5,9020166.0,5979571.5,3076320.0,825996.0,5639988.0,307020.0,9602178.0,8503587.0,8553720.0,97.0,57.490574887878175
149,2020_01_22_14_142957_М453РУ_3,part_1/22/142957_м453ру10/FrontJPG/front48.jpg,0,300.0,230.0,200.0,0.6,8.28,22,1020229.5,3709867.5,2734518.0,2725567.5,3962980.5,12960375.0,114240.0,10541496.0,10028742.0,5078784.0,100.0,70.57507734486954,2721921.0,3822934.5,3234853.5,3106486.5,7646302.5,7945035.0,13821.0,11312182.5,7993204.5,5080059.0,98.0,68.92948381157973,10868100.0,14772736.5,1780410.0,6055051.5,155881.5,0.0,0.0,541008.0,294448.5,18409164.0,100.0,48.91453705570094,2778454.5,6714379.5,4108968.0,7633144.5,9568084.5,210783.0,11067.0,8064375.0,7180953.0,6606591.0,108.0,58.363579327208555,5229795.0,2523709.5,744090.0,560719.5,707880.0,160318.5,11322.0,24800229.0,11779164.0,6359572.5,45.0,34.338274043576824,465018.0,5792044.5,3623932.5,3365082.0,4051848.0,12964123.5,115540.5,7847166.0,8172826.5,6479218.5,116.0,66.57385930641607
150,2020_01_22_13_135542_М454РУ_1,part_1/22/135542_м454ру10/FrontJPG/front14.jpg,1,600.0,230.0,196.0,0.54,14.60592,22,3525528.0,6414397.5,4027929.0,1559911.5,2042193.0,8720923.5,67116.0,9539320.5,8838580.5,8140900.5,90.0,64.04933248873677,3243115.5,7523137.5,5714244.0,2842969.5,5447973.0,5338756.5,17901.0,8339571.0,7048149.0,7360983.0,103.0,61.2755731768924,29530989.0,8757465.0,886074.0,3835863.0,336880.5,0.0,0.0,1444141.5,805239.0,7280148.0,19.0,54.57025982668298,1040578.5,8661381.0,7360371.0,5270620.5,9950457.0,2044284.0,48246.0,5928087.0,5738112.0,6834663.0,123.0,54.794290729679105,19643364.0,4686951.0,2415717.0,1425654.0,1042236.0,573214.5,121966.5,7014922.5,8862346.5,7090428.0,50.0,49.40433864181014,800802.0,8167191.0,7725250.5,5436906.0,3450379.5,8808949.5,86062.5,6038859.0,5628921.0,6733479.0,125.0,58.338874178598324
